order_id,store_id,order_hour,day_of_week,is_weekend,is_peak_hour,weather_condition,traffic_level,vehicle_type,distance_km,num_items,prep_time_seconds,edt_seconds
JP012680,Kyoto-Gion,14,Saturday,1,0,snow,very_high,scooter,0.79,6,594,1232
JP012681,Tokyo-Akihabara,11,Friday,0,0,cloudy,high,car,3.63,2,384,1129
JP012682,Nagoya-Sakae,15,Wednesday,0,0,clear,medium,bicycle,0.69,1,343,800
JP012683,Tokyo-Akihabara,15,Sunday,1,0,rain,high,car,2.96,4,900,1732
JP012684,Osaka-Namba,13,Monday,0,1,cloudy,medium,car,1.17,2,633,1008
JP012685,Kyoto-Gion,21,Monday,0,0,cloudy,low,scooter,7.25,6,792,2099
JP012686,Tokyo-Shinjuku,12,Friday,0,1,cloudy,very_high,car,2.87,3,402,1244
JP012687,Osaka-Umeda,9,Wednesday,0,0,rain,very_high,scooter,4.39,8,447,2248
JP012688,Fukuoka-Tenjin,12,Sunday,1,1,cloudy,very_high,scooter,6.21,8,599,2998
JP012689,Nagoya-Sakae,19,Tuesday,0,1,clear,medium,scooter,0.98,3,677,962
JP012690,Osaka-Umeda,13,Tuesday,0,1,clear,medium,bicycle,1.57,2,436,1207
JP012691,Osaka-Namba,16,Sunday,1,0,clear,medium,bicycle,2.36,3,307,1332
JP012692,Osaka-Umeda,12,Friday,0,1,clear,low,scooter,7.33,1,392,1788
JP012693,Sapporo-Odori,13,Tuesday,0,1,heavy_rain,high,scooter,4.26,3,508,2188
JP012694,Sapporo-Odori,15,Thursday,0,0,rain,low,car,5.11,3,782,1861
JP012695,Nagoya-Sakae,11,Friday,0,0,clear,very_high,bicycle,4.36,3,658,3198
JP012696,Fukuoka-Tenjin,15,Thursday,0,0,rain,high,car,2.31,6,875,1647
JP012697,Osaka-Umeda,11,Thursday,0,0,cloudy,very_high,bicycle,2.97,1,633,2425
JP012698,Tokyo-Akihabara,18,Friday,0,1,clear,very_high,scooter,1.55,4,404,1009
JP012699,Nagoya-Sakae,15,Monday,0,0,snow,medium,car,17.41,8,423,5298
JP012700,Fukuoka-Tenjin,14,Tuesday,0,0,clear,very_high,car,5.61,4,503,1979
JP012701,Fukuoka-Tenjin,10,Sunday,1,0,cloudy,medium,bicycle,0.96,6,486,1137
JP012702,Tokyo-Akihabara,19,Tuesday,0,1,snow,medium,car,1.99,7,475,1288
JP012703,Tokyo-Shibuya,17,Saturday,1,0,heavy_rain,high,car,4.82,2,610,1991
JP012704,Osaka-Namba,16,Friday,0,0,snow,medium,bicycle,1.97,3,632,2148
JP012705,Kyoto-Gion,11,Saturday,1,0,cloudy,medium,scooter,17.77,5,573,4160
JP012706,Nagoya-Sakae,17,Monday,0,0,heavy_rain,very_high,car,1.9,8,524,1492
JP012707,Tokyo-Akihabara,14,Sunday,1,0,heavy_rain,high,bicycle,1.56,1,884,2047
JP012708,Kyoto-Gion,18,Wednesday,0,1,rain,very_high,car,3.01,2,484,1447
JP012709,Fukuoka-Tenjin,21,Friday,0,0,snow,very_high,bicycle,0.65,3,884,1881
JP012710,Tokyo-Akihabara,21,Thursday,0,0,clear,medium,bicycle,0.68,6,552,1070
JP012711,Fukuoka-Tenjin,16,Sunday,1,0,snow,very_high,car,7.23,2,519,3676
JP012712,Fukuoka-Tenjin,9,Saturday,1,0,rain,medium,car,5.11,4,433,1614
JP012713,Tokyo-Akihabara,21,Monday,0,0,clear,medium,scooter,4.25,7,355,1352
JP012714,Sapporo-Odori,21,Tuesday,0,0,cloudy,low,bicycle,2.72,5,867,1938
JP012715,Fukuoka-Tenjin,9,Friday,0,0,heavy_rain,very_high,scooter,4.6,4,681,2641
JP012716,Sapporo-Odori,12,Wednesday,0,1,cloudy,medium,car,0.73,7,362,764
JP012717,Tokyo-Shinjuku,16,Tuesday,0,0,clear,high,scooter,3.91,4,697,1813
JP012718,Tokyo-Shibuya,20,Sunday,1,1,snow,high,bicycle,3.85,8,368,4437
JP012719,Kyoto-Gion,9,Sunday,1,0,cloudy,medium,car,4.66,2,323,1290
JP012720,Tokyo-Akihabara,17,Saturday,1,0,snow,medium,car,2.01,6,324,1022
JP012721,Tokyo-Shibuya,21,Wednesday,0,0,cloudy,very_high,scooter,1.0,4,358,796
JP012722,Osaka-Namba,14,Monday,0,0,snow,very_high,scooter,1.34,2,515,1244
JP012723,Fukuoka-Tenjin,16,Monday,0,0,snow,low,bicycle,2.55,7,349,2050
JP012724,Tokyo-Akihabara,19,Saturday,1,1,cloudy,low,bicycle,4.6,3,420,2344
JP012725,Fukuoka-Tenjin,18,Thursday,0,1,heavy_rain,medium,bicycle,4.69,2,391,3441
JP012726,Tokyo-Shibuya,13,Monday,0,1,heavy_rain,very_high,bicycle,6.74,3,485,6897
JP012727,Tokyo-Shinjuku,22,Monday,0,0,snow,low,scooter,2.88,3,651,1606
JP012728,Sapporo-Odori,11,Sunday,1,0,heavy_rain,medium,bicycle,10.55,4,337,6401
JP012729,Osaka-Umeda,14,Friday,0,0,cloudy,very_high,scooter,9.03,6,513,3275
JP012730,Sapporo-Odori,16,Monday,0,0,cloudy,very_high,car,3.95,5,833,1994
JP012731,Tokyo-Shibuya,17,Tuesday,0,0,rain,medium,bicycle,3.97,2,591,2517
JP012732,Tokyo-Shinjuku,18,Sunday,1,1,snow,very_high,car,5.75,3,645,3507
JP012733,Tokyo-Shinjuku,20,Friday,0,1,rain,medium,bicycle,1.35,5,684,1601
JP012734,Tokyo-Akihabara,15,Monday,0,0,snow,medium,car,6.69,6,658,2608
JP012735,Nagoya-Sakae,15,Sunday,1,0,clear,low,bicycle,3.46,6,431,1737
JP012736,Fukuoka-Tenjin,17,Sunday,1,0,clear,low,bicycle,6.66,8,421,2876
JP012737,Tokyo-Akihabara,12,Wednesday,0,1,cloudy,very_high,scooter,3.66,6,852,2196
JP012738,Kyoto-Gion,11,Thursday,0,0,rain,medium,bicycle,14.2,1,565,7078
JP012739,Tokyo-Shibuya,14,Saturday,1,0,cloudy,low,bicycle,1.4,8,355,1150
JP012740,Nagoya-Sakae,16,Monday,0,0,rain,medium,scooter,4.11,4,870,1889
JP012741,Fukuoka-Tenjin,11,Wednesday,0,0,clear,medium,car,8.34,1,753,2005
JP012742,Tokyo-Shibuya,15,Thursday,0,0,heavy_rain,low,scooter,2.23,4,433,1041
JP012743,Tokyo-Akihabara,20,Sunday,1,1,rain,low,scooter,9.77,6,567,3004
JP012744,Tokyo-Akihabara,19,Sunday,1,1,clear,medium,car,9.85,5,333,2258
JP012745,Osaka-Namba,13,Monday,0,1,clear,low,car,3.51,6,715,1512
JP012746,Fukuoka-Tenjin,9,Friday,0,0,heavy_rain,high,scooter,3.41,5,366,1703
JP012747,Kyoto-Gion,14,Thursday,0,0,snow,high,scooter,1.86,5,735,1740
JP012748,Tokyo-Akihabara,16,Tuesday,0,0,rain,very_high,bicycle,7.21,3,557,5625
JP012749,Fukuoka-Tenjin,13,Thursday,0,1,clear,low,bicycle,3.07,1,421,1609
JP012750,Sapporo-Odori,16,Monday,0,0,clear,medium,bicycle,4.29,7,867,2688
JP012751,Osaka-Namba,16,Monday,0,0,heavy_rain,very_high,scooter,5.17,2,800,2912
JP012752,Tokyo-Akihabara,11,Thursday,0,0,snow,low,car,3.68,1,829,1749
JP012753,Tokyo-Shibuya,13,Sunday,1,1,rain,very_high,bicycle,0.79,3,331,1223
JP012754,Tokyo-Shibuya,13,Wednesday,0,1,clear,very_high,bicycle,4.96,4,820,3957
JP012755,Tokyo-Shinjuku,17,Thursday,0,0,heavy_rain,low,bicycle,1.92,1,773,1782
JP012756,Osaka-Namba,17,Wednesday,0,0,clear,low,scooter,3.32,6,843,1661
JP012757,Osaka-Umeda,9,Thursday,0,0,rain,medium,scooter,4.67,3,416,1631
JP012758,Osaka-Namba,19,Monday,0,1,clear,very_high,bicycle,3.6,6,844,3335
JP012759,Sapporo-Odori,13,Saturday,1,1,rain,very_high,scooter,1.3,7,559,1327
JP012760,Fukuoka-Tenjin,13,Monday,0,1,cloudy,low,car,3.03,1,641,1099
JP012761,Osaka-Namba,12,Saturday,1,1,cloudy,very_high,bicycle,13.81,8,560,10343
JP012762,Nagoya-Sakae,18,Thursday,0,1,heavy_rain,medium,bicycle,2.5,6,899,2753
JP012763,Tokyo-Shibuya,17,Friday,0,0,cloudy,medium,car,1.96,8,319,958
JP012764,Tokyo-Shinjuku,15,Monday,0,0,rain,very_high,scooter,3.53,7,402,1724
JP012765,Osaka-Umeda,13,Wednesday,0,1,snow,low,bicycle,2.1,2,351,1784
JP012766,Fukuoka-Tenjin,11,Friday,0,0,heavy_rain,very_high,bicycle,6.37,5,338,5755
JP012767,Tokyo-Shinjuku,10,Saturday,1,0,rain,medium,car,4.26,2,876,1850
JP012768,Osaka-Umeda,15,Friday,0,0,clear,high,bicycle,1.78,2,624,1544
JP012769,Tokyo-Akihabara,15,Monday,0,0,rain,low,car,2.18,5,808,1314
JP012770,Nagoya-Sakae,22,Sunday,1,0,snow,very_high,car,2.44,4,366,1562
JP012771,Osaka-Namba,14,Thursday,0,0,snow,very_high,car,4.84,2,724,2814
JP012772,Nagoya-Sakae,15,Friday,0,0,snow,high,bicycle,4.95,7,691,4954
JP012773,Tokyo-Shibuya,11,Tuesday,0,0,cloudy,very_high,scooter,7.05,1,796,2756
JP012774,Fukuoka-Tenjin,12,Friday,0,1,rain,medium,bicycle,1.83,3,630,1824
JP012775,Nagoya-Sakae,22,Tuesday,0,0,cloudy,high,car,1.54,2,756,1148
JP012776,Tokyo-Shinjuku,14,Monday,0,0,rain,medium,scooter,3.46,3,326,1232
JP012777,Osaka-Namba,21,Thursday,0,0,clear,very_high,car,3.05,3,408,1253
JP012778,Tokyo-Shibuya,10,Thursday,0,0,clear,medium,car,1.82,1,565,998
JP012779,Tokyo-Shibuya,16,Sunday,1,0,snow,low,bicycle,11.03,6,885,7358
JP012780,Sapporo-Odori,12,Friday,0,1,snow,very_high,bicycle,1.29,2,385,1986
JP012781,Fukuoka-Tenjin,21,Monday,0,0,snow,high,car,7.2,1,372,2818
JP012782,Sapporo-Odori,15,Thursday,0,0,rain,high,car,2.68,3,464,1307
JP012783,Tokyo-Shibuya,13,Thursday,0,1,rain,medium,car,2.96,8,819,1752
JP012784,Kyoto-Gion,14,Thursday,0,0,clear,medium,bicycle,3.05,1,565,1795
JP012785,Sapporo-Odori,14,Monday,0,0,heavy_rain,very_high,scooter,5.23,8,395,2778
JP012786,Tokyo-Akihabara,18,Sunday,1,1,cloudy,very_high,car,1.3,2,606,1154
JP012787,Nagoya-Sakae,14,Monday,0,0,clear,medium,car,2.72,8,576,1348
JP012788,Tokyo-Akihabara,13,Friday,0,1,heavy_rain,medium,scooter,1.02,7,892,1447
JP012789,Fukuoka-Tenjin,14,Saturday,1,0,clear,high,bicycle,14.18,6,534,7562
JP012790,Tokyo-Shibuya,15,Wednesday,0,0,clear,very_high,bicycle,0.76,6,737,1309
JP012791,Tokyo-Shinjuku,15,Thursday,0,0,snow,medium,bicycle,4.74,8,590,4038
JP012792,Sapporo-Odori,13,Friday,0,1,cloudy,high,car,0.82,7,662,1121
JP012793,Tokyo-Shibuya,21,Sunday,1,0,heavy_rain,very_high,bicycle,2.16,5,346,2478
JP012794,Nagoya-Sakae,13,Saturday,1,1,rain,very_high,scooter,4.91,4,571,2703
JP012795,Nagoya-Sakae,11,Monday,0,0,rain,very_high,car,1.71,5,455,1155
JP012796,Tokyo-Shibuya,12,Thursday,0,1,clear,medium,car,4.92,6,404,1439
JP012797,Nagoya-Sakae,21,Tuesday,0,0,cloudy,high,car,3.13,4,716,1374
JP012798,Osaka-Umeda,13,Friday,0,1,snow,medium,bicycle,2.76,4,572,2958
JP012799,Sapporo-Odori,16,Thursday,0,0,snow,medium,car,15.44,1,746,4842
JP012800,Tokyo-Akihabara,17,Wednesday,0,0,heavy_rain,very_high,bicycle,8.39,8,889,8072
JP012801,Tokyo-Shibuya,14,Thursday,0,0,clear,low,bicycle,11.92,5,375,4270
JP012802,Osaka-Namba,18,Sunday,1,1,clear,medium,scooter,11.03,3,509,2896
JP012803,Nagoya-Sakae,13,Monday,0,1,cloudy,medium,scooter,5.3,7,300,1581
JP012804,Kyoto-Gion,18,Tuesday,0,1,cloudy,low,scooter,3.31,6,869,1708
JP012805,Sapporo-Odori,17,Monday,0,0,heavy_rain,high,car,1.86,1,469,1212
JP012806,Kyoto-Gion,14,Wednesday,0,0,rain,very_high,bicycle,1.27,5,427,1485
JP012807,Tokyo-Shibuya,22,Thursday,0,0,rain,low,bicycle,3.01,5,580,1885
JP012808,Tokyo-Shinjuku,14,Sunday,1,0,snow,very_high,scooter,2.33,2,781,2147
JP012809,Fukuoka-Tenjin,14,Saturday,1,0,clear,medium,car,3.25,5,851,1595
JP012810,Sapporo-Odori,11,Saturday,1,0,clear,low,scooter,2.9,8,864,1798
JP012811,Tokyo-Akihabara,12,Monday,0,1,rain,low,scooter,0.97,5,723,1171
JP012812,Sapporo-Odori,17,Sunday,1,0,clear,medium,scooter,2.3,3,703,1318
JP012813,Nagoya-Sakae,20,Wednesday,0,1,snow,very_high,car,4.06,4,895,2863
JP012814,Nagoya-Sakae,22,Saturday,1,0,snow,very_high,scooter,6.51,7,880,4426
JP012815,Osaka-Umeda,20,Saturday,1,1,clear,high,scooter,1.16,5,621,1100
JP012816,Tokyo-Shinjuku,13,Monday,0,1,clear,medium,car,7.27,3,359,1664
JP012817,Fukuoka-Tenjin,10,Wednesday,0,0,cloudy,very_high,car,0.78,1,659,930
JP012818,Tokyo-Shibuya,13,Monday,0,1,heavy_rain,low,scooter,6.1,1,532,2101
JP012819,Sapporo-Odori,16,Sunday,1,0,snow,very_high,bicycle,0.52,7,621,1315
JP012820,Osaka-Namba,11,Thursday,0,0,cloudy,low,car,4.45,5,635,1342
JP012821,Kyoto-Gion,18,Friday,0,1,clear,very_high,scooter,4.97,1,350,1978
JP012822,Tokyo-Shinjuku,21,Friday,0,0,snow,high,bicycle,2.55,5,843,3239
JP012823,Osaka-Umeda,16,Tuesday,0,0,clear,high,scooter,2.76,7,580,1587
JP012824,Sapporo-Odori,19,Friday,0,1,heavy_rain,very_high,scooter,3.56,7,351,2222
JP012825,Kyoto-Gion,20,Sunday,1,1,heavy_rain,high,bicycle,10.47,1,618,9247
JP012826,Kyoto-Gion,9,Thursday,0,0,rain,very_high,scooter,1.9,6,850,1680
JP012827,Tokyo-Shinjuku,16,Friday,0,0,heavy_rain,high,scooter,8.96,4,496,3601
JP012828,Sapporo-Odori,16,Sunday,1,0,snow,low,scooter,1.58,3,548,1086
JP012829,Kyoto-Gion,20,Wednesday,0,1,heavy_rain,very_high,bicycle,9.68,3,728,9963
JP012830,Kyoto-Gion,14,Saturday,1,0,rain,low,bicycle,5.17,7,642,2948
JP012831,Kyoto-Gion,15,Tuesday,0,0,clear,low,car,0.96,7,464,858
JP012832,Tokyo-Akihabara,18,Monday,0,1,cloudy,medium,scooter,2.1,3,762,1424
JP012833,Nagoya-Sakae,9,Thursday,0,0,heavy_rain,high,scooter,0.87,3,623,1183
JP012834,Tokyo-Shibuya,14,Thursday,0,0,clear,low,bicycle,4.66,3,587,2135
JP012835,Tokyo-Shibuya,17,Monday,0,0,rain,high,car,4.76,7,361,1756
JP012836,Tokyo-Shinjuku,15,Sunday,1,0,snow,low,bicycle,2.59,8,828,2606
JP012837,Nagoya-Sakae,12,Thursday,0,1,heavy_rain,medium,bicycle,1.79,2,477,1726
JP012838,Kyoto-Gion,13,Thursday,0,1,clear,high,scooter,1.77,3,718,1296
JP012839,Osaka-Umeda,18,Sunday,1,1,cloudy,very_high,bicycle,1.89,3,413,1840
JP012840,Tokyo-Akihabara,18,Monday,0,1,cloudy,high,bicycle,0.99,8,650,1485
JP012841,Osaka-Namba,15,Thursday,0,0,rain,very_high,car,2.97,1,772,1750
JP012842,Sapporo-Odori,19,Wednesday,0,1,cloudy,high,scooter,0.66,3,617,1034
JP012843,Tokyo-Akihabara,13,Monday,0,1,snow,medium,car,1.65,6,559,1291
JP012844,Kyoto-Gion,13,Sunday,1,1,rain,low,bicycle,3.08,7,560,2193
JP012845,Osaka-Umeda,17,Saturday,1,0,rain,high,car,2.18,8,646,1428
JP012846,Tokyo-Akihabara,13,Sunday,1,1,cloudy,low,bicycle,3.23,3,498,1979
JP012847,Tokyo-Akihabara,9,Saturday,1,0,heavy_rain,high,car,0.79,8,386,976
JP012848,Fukuoka-Tenjin,18,Thursday,0,1,heavy_rain,medium,bicycle,0.82,5,470,1237
JP012849,Fukuoka-Tenjin,19,Tuesday,0,1,clear,medium,car,5.11,7,473,1715
JP012850,Tokyo-Shibuya,14,Thursday,0,0,rain,low,car,1.38,1,368,691
JP012851,Nagoya-Sakae,15,Tuesday,0,0,clear,high,scooter,3.29,4,333,1376
JP012852,Nagoya-Sakae,21,Friday,0,0,cloudy,high,car,8.64,3,573,2450
JP012853,Osaka-Namba,20,Wednesday,0,1,cloudy,high,bicycle,6.16,1,406,3865
JP012854,Sapporo-Odori,19,Monday,0,1,heavy_rain,very_high,scooter,2.96,5,826,2264
JP012855,Tokyo-Shibuya,18,Sunday,1,1,heavy_rain,high,bicycle,1.02,5,560,1654
JP012856,Osaka-Umeda,12,Saturday,1,1,rain,high,scooter,2.02,7,354,1250
JP012857,Sapporo-Odori,13,Tuesday,0,1,snow,high,car,2.01,2,786,1609
JP012858,Osaka-Namba,16,Thursday,0,0,snow,low,bicycle,0.87,6,546,1365
JP012859,Tokyo-Shibuya,19,Tuesday,0,1,snow,very_high,car,2.12,5,851,2090
JP012860,Nagoya-Sakae,12,Sunday,1,1,snow,very_high,car,8.06,3,362,4358
JP012861,Osaka-Umeda,17,Wednesday,0,0,heavy_rain,medium,scooter,2.46,2,580,1314
JP012862,Fukuoka-Tenjin,14,Saturday,1,0,cloudy,high,scooter,6.31,4,337,2115
JP012863,Tokyo-Shibuya,17,Sunday,1,0,snow,very_high,car,5.58,5,479,3073
JP012864,Osaka-Umeda,14,Tuesday,0,0,cloudy,medium,car,1.33,8,466,961
JP012865,Sapporo-Odori,17,Tuesday,0,0,cloudy,low,bicycle,13.56,2,862,5238
JP012866,Fukuoka-Tenjin,17,Monday,0,0,heavy_rain,medium,car,3.23,4,476,1294
JP012867,Sapporo-Odori,19,Sunday,1,1,snow,low,car,5.52,4,471,2133
JP012868,Tokyo-Akihabara,17,Monday,0,0,clear,low,bicycle,7.29,3,535,2923
JP012869,Tokyo-Akihabara,11,Monday,0,0,clear,low,car,2.0,7,772,1295
JP012870,Nagoya-Sakae,11,Thursday,0,0,clear,low,bicycle,5.93,8,695,2803
JP012871,Tokyo-Shibuya,19,Monday,0,1,snow,low,scooter,1.12,4,681,1223
JP012872,Nagoya-Sakae,16,Sunday,1,0,clear,high,bicycle,6.71,4,866,4276
JP012873,Osaka-Umeda,14,Wednesday,0,0,cloudy,low,car,1.25,1,794,1066
JP012874,Osaka-Umeda,16,Thursday,0,0,snow,medium,bicycle,6.23,6,616,4805
JP012875,Nagoya-Sakae,19,Sunday,1,1,snow,high,car,3.55,2,335,1816
JP012876,Tokyo-Shinjuku,10,Tuesday,0,0,clear,very_high,scooter,7.74,3,303,2505
JP012877,Kyoto-Gion,11,Sunday,1,0,rain,high,car,1.49,7,748,1337
JP012878,Tokyo-Shibuya,20,Wednesday,0,1,clear,low,scooter,1.74,7,699,1359
JP012879,Nagoya-Sakae,9,Wednesday,0,0,clear,low,bicycle,1.75,7,679,1371
JP012880,Osaka-Umeda,16,Sunday,1,0,clear,low,car,7.82,4,588,1846
JP012881,Tokyo-Shinjuku,21,Sunday,1,0,heavy_rain,high,bicycle,1.58,7,575,2113
JP012882,Fukuoka-Tenjin,21,Monday,0,0,snow,low,scooter,20.0,4,740,6054
JP012883,Nagoya-Sakae,13,Friday,0,1,cloudy,high,car,5.04,3,686,1940
JP012884,Sapporo-Odori,15,Saturday,1,0,snow,very_high,bicycle,0.58,7,770,1625
JP012885,Tokyo-Shinjuku,17,Friday,0,0,cloudy,very_high,car,1.72,2,783,1196
JP012886,Sapporo-Odori,12,Saturday,1,1,heavy_rain,low,scooter,2.33,1,679,1417
JP012887,Nagoya-Sakae,13,Tuesday,0,1,rain,very_high,bicycle,3.18,8,686,3467
JP012888,Tokyo-Shinjuku,12,Saturday,1,1,snow,medium,bicycle,4.39,1,389,3840
JP012889,Tokyo-Akihabara,18,Thursday,0,1,rain,very_high,car,0.91,3,689,1103
JP012890,Tokyo-Shinjuku,16,Wednesday,0,0,clear,low,car,1.57,6,442,878
JP012891,Tokyo-Shibuya,16,Sunday,1,0,heavy_rain,high,scooter,3.05,6,420,1705
JP012892,Fukuoka-Tenjin,16,Thursday,0,0,heavy_rain,high,car,2.3,2,441,1285
JP012893,Fukuoka-Tenjin,21,Wednesday,0,0,heavy_rain,medium,bicycle,5.75,2,854,4181
JP012894,Sapporo-Odori,15,Tuesday,0,0,rain,low,car,6.67,7,441,1691
JP012895,Nagoya-Sakae,19,Wednesday,0,1,cloudy,medium,bicycle,1.23,8,642,1423
JP012896,Sapporo-Odori,13,Friday,0,1,clear,very_high,bicycle,1.73,5,675,2029
JP012897,Osaka-Umeda,18,Tuesday,0,1,clear,high,car,1.41,5,681,1168
JP012898,Fukuoka-Tenjin,15,Sunday,1,0,clear,high,scooter,0.66,3,302,576
JP012899,Tokyo-Akihabara,22,Tuesday,0,0,rain,very_high,bicycle,4.91,1,350,3711
JP012900,Tokyo-Shibuya,15,Saturday,1,0,heavy_rain,medium,car,3.94,6,719,1785
JP012901,Osaka-Umeda,12,Monday,0,1,heavy_rain,medium,bicycle,1.23,3,585,1496
JP012902,Fukuoka-Tenjin,14,Tuesday,0,0,snow,medium,car,7.68,6,586,2909
JP012903,Tokyo-Shinjuku,17,Monday,0,0,clear,very_high,car,1.96,3,464,1043
JP012904,Osaka-Umeda,19,Saturday,1,1,heavy_rain,medium,bicycle,11.33,3,729,8393
JP012905,Tokyo-Shibuya,21,Thursday,0,0,snow,high,bicycle,8.9,8,367,7743
JP012906,Tokyo-Shinjuku,15,Sunday,1,0,rain,low,bicycle,4.6,2,888,2842
JP012907,Kyoto-Gion,20,Monday,0,1,snow,medium,scooter,1.31,2,388,957
JP012908,Kyoto-Gion,11,Tuesday,0,0,heavy_rain,low,car,1.7,1,671,1062
JP012909,Osaka-Namba,17,Sunday,1,0,heavy_rain,low,car,6.21,3,504,1867
JP012910,Tokyo-Shinjuku,9,Monday,0,0,heavy_rain,low,scooter,1.22,6,315,878
JP012911,Tokyo-Shinjuku,11,Thursday,0,0,rain,low,car,2.08,5,875,1372
JP012912,Kyoto-Gion,14,Saturday,1,0,rain,medium,car,1.19,3,881,1270
JP012913,Sapporo-Odori,17,Thursday,0,0,heavy_rain,medium,scooter,2.68,6,434,1211
JP012914,Osaka-Umeda,21,Wednesday,0,0,heavy_rain,low,scooter,1.35,2,827,1250
JP012915,Tokyo-Akihabara,15,Thursday,0,0,cloudy,high,car,5.16,2,518,1686
JP012916,Tokyo-Shibuya,14,Monday,0,0,rain,high,bicycle,2.68,3,660,2325
JP012917,Sapporo-Odori,11,Saturday,1,0,snow,very_high,bicycle,3.79,3,370,4348
JP012918,Fukuoka-Tenjin,16,Wednesday,0,0,cloudy,high,scooter,3.16,5,836,1788
JP012919,Osaka-Namba,11,Wednesday,0,0,cloudy,very_high,car,4.69,1,715,1823
JP012920,Osaka-Umeda,15,Friday,0,0,heavy_rain,low,car,4.96,7,758,1971
JP012921,Osaka-Namba,16,Friday,0,0,snow,medium,car,2.26,5,606,1485
JP012922,Sapporo-Odori,21,Friday,0,0,cloudy,high,bicycle,4.4,6,533,2765
JP012923,Nagoya-Sakae,11,Sunday,1,0,rain,very_high,bicycle,2.66,1,638,2684
JP012924,Kyoto-Gion,14,Monday,0,0,heavy_rain,very_high,scooter,2.53,1,702,1765
JP012925,Kyoto-Gion,17,Thursday,0,0,snow,high,scooter,5.71,2,672,3031
JP012926,Nagoya-Sakae,12,Tuesday,0,1,cloudy,medium,car,1.99,1,334,754
JP012927,Sapporo-Odori,14,Wednesday,0,0,rain,low,bicycle,2.72,8,616,1900
JP012928,Tokyo-Shinjuku,12,Saturday,1,1,snow,low,bicycle,0.62,2,385,902
JP012929,Tokyo-Shibuya,15,Thursday,0,0,snow,very_high,bicycle,11.31,1,445,11578
JP012930,Kyoto-Gion,17,Sunday,1,0,rain,very_high,car,6.64,7,355,2602
JP012931,Tokyo-Akihabara,11,Tuesday,0,0,clear,very_high,car,2.96,6,539,1490
JP012932,Kyoto-Gion,19,Sunday,1,1,rain,low,car,0.76,3,300,702
JP012933,Tokyo-Shibuya,17,Saturday,1,0,cloudy,medium,scooter,3.17,6,879,1633
JP012934,Kyoto-Gion,17,Sunday,1,0,clear,low,bicycle,8.26,7,351,3167
JP012935,Tokyo-Shibuya,15,Wednesday,0,0,clear,high,bicycle,6.59,3,655,3720
JP012936,Osaka-Umeda,10,Thursday,0,0,snow,high,bicycle,0.68,8,589,1449
JP012937,Tokyo-Shinjuku,14,Sunday,1,0,heavy_rain,low,scooter,1.94,4,432,1121
JP012938,Fukuoka-Tenjin,10,Friday,0,0,snow,low,scooter,1.37,6,328,1031
JP012939,Osaka-Namba,13,Saturday,1,1,clear,low,bicycle,3.28,7,594,2055
JP012940,Osaka-Namba,14,Wednesday,0,0,clear,medium,car,5.98,2,303,1235
JP012941,Osaka-Umeda,15,Wednesday,0,0,cloudy,low,bicycle,0.98,7,346,909
JP012942,Sapporo-Odori,13,Friday,0,1,rain,low,bicycle,2.15,5,396,1631
JP012943,Osaka-Namba,15,Saturday,1,0,rain,medium,car,1.97,6,654,1257
JP012944,Osaka-Namba,9,Wednesday,0,0,snow,high,bicycle,5.68,1,670,5300
JP012945,Nagoya-Sakae,12,Monday,0,1,clear,low,scooter,0.66,8,883,1374
JP012946,Tokyo-Shinjuku,19,Saturday,1,1,clear,very_high,car,2.88,7,860,1932
JP012947,Tokyo-Shinjuku,12,Monday,0,1,snow,very_high,car,5.18,8,788,3353
JP012948,Osaka-Umeda,20,Monday,0,1,cloudy,very_high,car,0.89,5,428,942
JP012949,Osaka-Namba,22,Saturday,1,0,cloudy,high,scooter,7.39,6,530,2578
JP012950,Tokyo-Shinjuku,18,Monday,0,1,heavy_rain,very_high,scooter,1.24,7,460,1306
JP012951,Kyoto-Gion,15,Wednesday,0,0,clear,medium,bicycle,0.76,6,311,925
JP012952,Tokyo-Shibuya,14,Thursday,0,0,cloudy,very_high,scooter,1.9,5,433,1122
JP012953,Nagoya-Sakae,16,Tuesday,0,0,rain,low,scooter,7.7,5,488,2086
JP012954,Tokyo-Shinjuku,12,Saturday,1,1,cloudy,medium,bicycle,4.66,4,615,2902
JP012955,Kyoto-Gion,11,Sunday,1,0,clear,low,bicycle,4.33,1,885,2299
JP012956,Tokyo-Shinjuku,21,Saturday,1,0,heavy_rain,low,scooter,0.57,4,305,587
JP012957,Sapporo-Odori,15,Friday,0,0,heavy_rain,high,bicycle,0.58,1,455,959
JP012958,Tokyo-Shibuya,13,Monday,0,1,heavy_rain,very_high,scooter,1.0,4,439,847
JP012959,Tokyo-Shinjuku,14,Wednesday,0,0,rain,very_high,scooter,4.4,8,631,2377
JP012960,Tokyo-Akihabara,16,Monday,0,0,cloudy,very_high,scooter,1.28,3,704,1320
JP012961,Tokyo-Shinjuku,13,Tuesday,0,1,cloudy,very_high,car,1.12,3,308,713
JP012962,Tokyo-Akihabara,15,Thursday,0,0,rain,high,car,3.39,3,379,1275
JP012963,Osaka-Umeda,21,Thursday,0,0,heavy_rain,low,car,1.26,3,301,766
JP012964,Fukuoka-Tenjin,16,Monday,0,0,clear,high,bicycle,1.53,4,863,1816
